,lyric,label
2851,혹시 그 사람,0
2852,예전 나완 많이 틀린가 봐요,1
2853,그래서 그대는 날 잊고 사는지,1
2854,내 아름다운 사람아,1
2855,여전히 나는 니 모습인데,1
2856,또 다른 사랑 배워갈 그대 가슴에,1
2857,내 작은 기억 하나만,1
2858,내 눈물 나는 사랑아,-1
2859,같은 아픔에 머물 수 있게,0
2860,다른 이별에 울어도,-1
2861,내 품 안에서,1
2862,그 마음 아물게 해요,1
2863,내가 아닌 그대 행복한가요,1
2864,혹시나 내 이름 벌써 잊었나요,1
2867,또 다른 사랑 배워갈,1
2868,그대 가슴에,1
2882,내가 슬플 때마다,1
2883,이 노래가 찾아와,1
2884,세상이 둥근 것처럼 우린 동글동글,1
2885,인생은 회전목마,0
2886,우린 매일 달려가,1
2887,언제쯤 끝나 난 잘 몰라,-1
2888,"어머, 벌써 정신없이 달려왔어",1
2889,어렸을 때처럼 바뀌지 않는 걸,0
2890,찾아 나섰단 말야 왜냐면 그때가 더 좋았어 난,1
2891,승호가 좋았을 때처럼만,0
2894,세상이 둥근 것처럼 우리,1
2898,빙빙 돌아가는 회전목마처럼,0
2899,영원히 계속될 것처럼,1
2900,빙빙 돌아올 우리의 시간처럼,1
2902,어머 벌써 정신없이 달려왔어,1
2903,청춘까지 뺏은 현재,-1
2904,탓할 곳은 어디 없네,1
2905,그게 말로 하고 싶어도 어려웠어,1
2906,가끔은 어렸을 때로 돌아가,0
2907,불가능하단 건 나도 잘 알아,1
2908,그 순간만 고칠 수 있다면,1
2909,지금의 나는 더 나았을까,1
2910,달려가는 미터기 돈은 올라가,0
2911,기사님과 어색하게 눈이 맞아,-1
2912,창문을 열어보지만 기분은 좋아지지 않아,1
2913,그래서 손을 밖으로 쭉 뻗어 쭉 뻗어,1
2914,흔들리는 택시는 어느새,1
2915,목적지에 도달했다고 해,1
2916,방 하나 있는 내 집 안의,1
2917,손에 있던 짐들은,1
2918,내가 힘들 때마다,1
2922,우린 계속 달려가,0
2923,언제쯤 끝날지 잘 몰라,-1
2928,사실 얼마나 많이,1
2930,정신없이 돌아서,1
2931,어딜 봐야 할지 모르겠어,0
2932,들리나요 여길 보란 말이,1
2941,부지런히 지나온,1
2942,어제들 속에,0
2943,참 아름답게,1
2944,그날을 향해,1
2945,숨이 벅차게,1
2946,다들 언제부턴가,0
2947,말하네 우릴 최고라고,1
2948,이젠 무겁기만 해,1
2949,노래가 좋았다고,1
2950,그저 달릴 뿐이라고,0
2951,너의 마음속 깊은 어딘가,-1
2952,여전한 소년이 있어,1
2953,"(당신은 꿈꾸는가, 그 길의 끝은 무엇일까)",-1
2954,"(모두가 숨죽인 밤, 우린 발을 멈추지 않아)",-1
2955,언젠가부터 붙은 불편한 수식어,-1
2956,최고란 말은 아직까지 낯간지러워,1
2957,난 난 말야 걍 음악이 좋은 걸,1
2958,여전히 그때와 다른 게 별로 없는걸,1
2959,아마 다른 게 별로 없다면,1
2960,난 변화는 많았지만,0
2961,변함은 없었다 해,1
2962,매 순간이 새로운 최선,1
2963,지금 난 마치 열세 살,0
2964,그때의 나처럼 뱉어,1
2965,아직도 배울 게 많고,-1
2966,나의 인생 채울 게 많아,-1
2967,그 이유를 물어본다면,0
2968,내 심장이 말하잖아,1
2969,"왕관과 꽃, 수많은 트로피",1
2970,긴긴 원을 돌아 결국 또 제자리,0
2975,눈부시게 지나온,1
2976,기억들 속에,0
2979,더 우리답게,1
2980,절대적 룰을 지켜,-1
2981,내 손을 놓지 말아,1
2982,결속은 나의 무기,1
2983,광야로 걸어가,0
2984,위협에 맞서서,0
2985,제껴라 제껴라 제껴라,0
2986,유혹은 깊고 진해,1
2987,맞잡은 손을 놓쳐,1
2988,난 절대 포기 못해,-1
2989,저 너머의 문을 열어,-1
2990,널 결국엔 내가 부셔,1
2992,적대적인 고난과 슬픔은,-1
2993,감정들을 배운 다음,1
2994,감당할 수 없는 절망도,-1
2995,내 믿음을 깨지 못해,1
2996,더 아픈 시련을 맞아도,-1
2997,절대로 뒤를 돌아보지 말아,-1
2998,광야의 것 탐내지 말아,1
2999,약속이 깨지면,1
3000,모두 걷잡을 수 없게 돼,1
3001,언제부턴가 불안해져 가는 신호,-1
3002,널 파괴하고 말 거야,0
3003,중심을 잃고 목소리도 잃고 비난받고,-1
3004,사람들과 멀어지는 착각 속에,0
3005,결국 난 문을 열어,0
3006,난 궁금해 미치겠어,1
3010,더 강해져 자유롭게,1
3011,난 광야의 내가 아냐,1
3012,야수 같은 나를 느껴,1
3014,하얀 머리 뽑아 달라며,1
3015,한 개 백 원이라던,0
3016,그 시절 다 지나가고,1
3017,이젠 흰 눈만 남았네,1
3018,그렇게도 힘이 드냐며,0
3019,나를 위로하시다,-1
3020,어느새 잠들어버린,1
3021,주름만 남은 내 아버지,1
3022,세상이 아무리 힘들어도,-1
3023,당신 있으면 견딜 것 같아,1
3024,오래오래 날 지키며,-1
3025,그냥 곁에만 있어 주세요,1
3026,활짝 웃는 모습이 어린애 같아 보여도,1
3027,아프다 말도 못 하는 사람,0
3028,이제는 내가 지켜줄게,1
3029,어린아이로 돌아가 버린,1
3030,사랑하는 내 아버지,1
3033,활짝 웃는 모습이,1
3034,어린애 같아 보여도,0
3039,사랑해요 내 아버지,1
3040,이 노래를 들어요 내 맘을 들어요,1
3041,이제 두 번 다시,0
3042,그대를 만날 수 없겠죠,1
3043,아직 그대를,1
3044,사랑하는 내 맘 보일까 봐,1
3045,대신 이 노래를 전해요,1
3046,사랑을 보내요,1
3047,네 생각 나서,1
3048,한잔 술에 깊어지는 이 맘,-1
3049,아직 도 궁금해,1
3050,이 노랜 네가 듣지 않기를,1
3051,전부 비워야 될 아픈 추억들,-1
3052,애틋하잖아 이별이 없던 것처럼,-1
3053,예전같이 널 안고 싶어,1
3054,(아파 더이상 이러면 안돼,-1
3055,자꾸 네소식 보이잖아),1
3056,후회할까 봐서 그래,-1
3057,다시 내게 돌아와 줘,1
3059,이제 두번 다시,0
3062,사랑하는 내 맘 보일까봐,1
3065,그대 전화기 너머로,-1
3066,이 노랠 듣고 있죠,0
3067,어쩌면 나에게 전하는,1
3068,마지막 인산 가요,-1
3069,010 4105 6739 지워야 될 번호,0
3070,몇 번을 눌러봐도 소용없어,0
3071,듣지 못해 이젠,1
3072,잘 지내 그 흔한 말도,1
3073,한동안 나에게 이 노래가 아프겠죠,1
3074,내 가슴 깊이 남겨질 상처가 되어,-1
3075,그대 나를 잊어요 전화를 끊어요,1
3076,내가 그댈 먼저 보내야,1
3077,다 끝이 나겠죠,-1
3078,그대 목소리 듣게 되면,1
3079,나 흔들릴까 봐,1
3089,안녕이라는 말은 하지 마,-1
3090,마음이 무너지잖아,-1
3091,슬퍼도 괜찮은 척 했었어,0
3092,웃으며 널 보고 싶었어,0
3093,넌 이제 아무렇지 않나봐,-1
3094,모든 걸 다 잊었나봐,1
3095,사랑했던 시간은 그대론데,1
3096,나만 아직 그 자리야,1
3097,추억 때문에 자꾸 눈물이 흐르고,-1
3098,친구들은 이제 그만,1
3099,너를 보내주라는데,-1
3100,아직 널 보면 가슴이 떨려오는데,1
3101,내가 어떻게 널 잊고,1
3102,다시 웃을 수 있겠니 어떻게..,0
3103,오랜만이라 어색할까봐,-1
3104,더 웃어주고 싶지만,1
3105,마음이 고장 나서 안 되나봐,1
3106,바보처럼 수백 번 연습했는데,-1
3113,사랑해서 보내준단 말,1
3114,다 거짓말이잖아,-1
3115,그 말 난 믿을 수 없어 떠나가지마,1
3116,내 사랑 안녕 이제는 널 보낼 게,-1
3117,잡고 있던 네 손을 놓을게,1
3118,보고 싶을거야,0
3119,행복하기를 영원히 기억할거야,1
3120,많이 사랑했어 너를 만난 그 시절,-1
3121,봄날은 너 였어,-1
3122,싸가지 없는 무대의 못된 범인의 눈빛,1
3123,글러 먹은 너의 감 모두 나를 위한 밥,-1
3124,아차 하고 쓰다듬은 다쳐 이건 어쩜 범,0
3125,공포에는 덤덤,0
3126,나쁜 놈에겐 월월,1
3127,아직 읽지 않은 연락들은 앞으로도 읽지 않을 거니,0
3128,헛된 희망들은 저기 버려두길,0
3129,어쩌면 너도 나와 같은 꿈 꿀까,-1
3130,매일 마주 보며 눈뜨는 하루,1
3131,늦은 밤 헤어지긴 너무 아쉬워,-1
3132,널 많이 사랑하나 봐,1
3133,유난히 날씨가 좋은 날,1
3134,넌 나를 설레이게 해,1
3135,영화 속에서만 보던 일들이,0
3136,요즘 내 일상인 듯해,1
3141,오늘 너에게 고백하겠어,-1
3142,취해서 하는 말이 아냐,-1
3143,참아온 진심인 거야,-1
3144,하루 종일 아무것도 안 해도,-1
3145,너랑 있는 게 젤 좋아,-1
3146,달빛도 하늘 아래 우리를 비추고,1
3147,온 세상이 모두 잠든 것 같아,1
3150,네가 살아가는 순간에,1
3151,그 모든 순간에 내가 있음 해,1
3152,고마워 내 인생에 나타나줘서,1
3153,이렇게 날 안아줘서,1
3155,너무 걱정하지는 마,-1
3156,보란 듯이 살아 볼 거야,1
3157,후회는 사치일 뿐이야,-1
3158,다시 시작해 볼게,1
3159,나 어제 또 울었어,-1
3160,나 어제 또 슬펐어,1
3161,왜 이런 바보를 사랑한 거니,-1
3162,네 마음이 예뻐서,1
3163,네 사랑이 고마워,1
3164,이젠 네 손을 잡고,1
3165,다시 태어날 거야,1
3166,바보도 사랑합니다,-1
3167,보내주신 이 사람,1
3168,이제 다시는 울지 않을 겁니다,-1
3169,나 이제 목숨을 걸고,-1
3170,세상 아픔에서 지켜낼게요,1
3171,이 사람을 사랑합니다,1
3172,널 위한다는 그 이유로,0
3173,너를 보낼 뻔했어,-1
3174,나 그렇게 바보야,-1
3175,넌 내 사랑 바보고,-1
3176,서로를 많이도 울게 했었지,-1
3177,네 사랑이 없다면,1
3178,널 만날 수 없다면,1
3179,아마 나는 평생을 후회하며 살 거야,-1
3185,이 사람을,0
3186,널 위해 노력해 볼게,1
3187,널 위해 살아갈게,1
3188,나약한 마음 따윈 모두 버릴게,1
3189,우리의 사랑을 위해,1
3190,너의 손을 잡고 놓지 않을게,-1
3191,사랑하는 내 사랑 바보야,-1
